order_id	quantity	item_name	choice_description
345	1	Chips and Tomatillo Red Chili Salsa	
345	1	Chips and Guacamole	
346	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]
346	1	Chips and Roasted Chili Corn Salsa	
346	1	Steak Bowl	[Tomatillo Green Chili Salsa]
346	1	Veggie Bowl	[Roasted Chili Corn Salsa, Fajita Vegetables]
347	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Guacamole]]
347	1	Chips and Guacamole	
348	2	Veggie Bowl	[Fresh Tomato Salsa (Mild), [Rice, Sour Cream, Cheese, Pinto Beans]]
349	1	Veggie Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese]]
349	1	Chips and Fresh Tomato Salsa	
350	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]
350	3	Canned Soft Drink	[Sprite]
351	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Lettuce]]
351	1	Chips and Guacamole	
352	1	Barbacoa Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]
352	1	Barbacoa Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese]]
352	1	Chips and Guacamole	
353	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]
353	1	Barbacoa Soft Tacos	[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]
354	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]
354	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]
355	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]
355	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese]]
356	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Sour Cream, Guacamole, Lettuce]]
356	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Sour Cream, Lettuce]]
357	2	Chicken Salad Bowl	[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]
358	1	Carnitas Burrito	[Roasted Chili Corn Salsa, [Cheese, Rice, Guacamole]]
358	1	Chicken Crispy Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]
358	1	Canned Soft Drink	[Coke]
359	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]
359	1	Chips	
359	1	Canned Soft Drink	[Diet Coke]
360	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]
360	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]
360	1	Canned Soft Drink	[Sprite]
361	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]
361	1	Bottled Water	
362	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]
362	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole]]
363	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]
363	1	6 Pack Soft Drink	[Coke]
363	2	Chips and Guacamole	
364	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
364	1	Chips and Guacamole	
365	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]
365	1	Canned Soft Drink	[Diet Coke]
366	2	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa]
366	1	Steak Burrito	[Tomatillo Red Chili Salsa]
367	1	Veggie Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]
367	1	Barbacoa Burrito	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
367	2	Bottled Water	
368	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
368	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
369	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Guacamole]]
369	1	Steak Salad	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]
369	1	Chips and Guacamole	
370	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
370	1	Chips and Guacamole	
371	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]
371	1	Side of Chips	
372	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
372	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]
373	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]
373	1	Chips and Guacamole	
374	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]
374	1	Canned Soft Drink	[Coke]
375	1	Steak Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]
375	1	Chips and Roasted Chili Corn Salsa	
376	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
376	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
376	2	Canned Soda	[Mountain Dew]
377	2	Steak Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]
377	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]
378	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
378	1	Side of Chips	
379	1	Steak Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
379	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
379	1	Chips and Tomatillo Green Chili Salsa	
379	3	Canned Soft Drink	[Lemonade]
379	1	Steak Crispy Tacos	[Roasted Chili Corn Salsa, [Cheese, Sour Cream, Lettuce]]
380	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
380	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
380	1	Chips	
380	1	Bottled Water	
381	1	Chicken Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), Cheese]
381	1	Chicken Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), Cheese]
381	1	Nantucket Nectar	[Pomegranate Cherry]
382	1	Steak Bowl	[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice, Cheese]]
382	1	Chips and Guacamole	
383	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
383	1	Chips and Guacamole	
384	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
384	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]
384	1	Chips	
384	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]
385	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]
385	1	Side of Chips	
386	1	Veggie Bowl	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese]]
386	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
387	1	Canned Soft Drink	[Lemonade]
387	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]
387	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]
387	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]
388	1	Steak Burrito	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream]]
388	1	Bottled Water	
389	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream]]
389	1	Chips and Guacamole	
389	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, Lettuce]
389	1	Chips and Fresh Tomato Salsa	
389	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]
389	1	Chips	
390	1	Chips and Guacamole	
390	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]
391	1	Steak Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
391	1	Chips and Guacamole	
392	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]
392	1	Side of Chips	
392	1	Canned Soda	[Coca Cola]
393	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]
393	1	Canned Soda	[Sprite]
394	1	Carnitas Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]
394	1	Veggie Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]
395	1	Steak Soft Tacos	[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]
395	1	Chips and Fresh Tomato Salsa	
396	1	Canned Soft Drink	[Diet Coke]
396	1	Canned Soft Drink	[Coke]
396	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Guacamole]]
396	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]
397	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
397	1	Steak Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream]]
398	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]
398	1	Bottled Water	
399	1	Chips and Guacamole	
399	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Rice, Pinto Beans, Cheese, Sour Cream]]
400	1	Veggie Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]
400	1	Carnitas Burrito	[Tomatillo Red Chili Salsa]
400	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]
401	2	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]
402	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]
402	2	Chips and Guacamole	
402	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
402	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
403	1	Barbacoa Burrito	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]
403	1	Chips and Tomatillo-Green Chili Salsa	
404	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]
404	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]
404	1	Chips	
405	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]
405	1	Canned Soft Drink	[Diet Coke]
406	1	Barbacoa Soft Tacos	[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]
406	1	Canned Soft Drink	[Diet Coke]
407	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]
407	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]
408	1	Canned Soft Drink	[Coke]
408	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]
408	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]
409	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]
409	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Sour Cream, Guacamole]]
410	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans]]
410	1	Canned Soft Drink	[Diet Coke]
410	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Black Beans, Lettuce]]
411	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]
411	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
412	1	Bottled Water	
412	1	Bottled Water	
412	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]
412	1	Chips and Guacamole	
413	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]
413	1	Canned Soft Drink	[Coke]
413	1	Carnitas Crispy Tacos	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]
414	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]
414	1	Chips and Tomatillo-Green Chili Salsa	
415	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
415	1	Chips and Guacamole	
416	1	Steak Burrito	[Tomatillo Red Chili Salsa]
416	1	Chicken Bowl	[Fresh Tomato Salsa]
417	1	Steak Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]
417	1	Side of Chips	
418	2	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Black Beans]]
419	1	Chips and Tomatillo-Green Chili Salsa	
419	1	Barbacoa Crispy Tacos	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]
419	1	Steak Crispy Tacos	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]
420	1	Chicken Burrito	[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]
420	1	Chips and Guacamole	
421	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
421	1	Chips and Guacamole	
422	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]
422	1	6 Pack Soft Drink	[Sprite]
423	1	Chicken Crispy Tacos	[Fresh Tomato Salsa (Mild), [Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]
423	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]
424	1	Chicken Burrito	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]
424	1	Canned Soda	[Diet Dr. Pepper]
424	1	Side of Chips	
425	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]
425	1	Chips and Guacamole	
426	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
426	1	Canned Soft Drink	[Coke]
426	1	Chips and Fresh Tomato Salsa	
427	1	Chips and Guacamole	
427	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]
428	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce, Guacamole]]
428	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Guacamole]]
428	1	Chips	
429	1	Steak Bowl	[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Guacamole]]
430	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]
430	1	Chips	
430	1	Canned Soft Drink	[Diet Coke]
431	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]
431	1	Chips	
431	1	Canned Soft Drink	[Sprite]
432	1	Chicken Burrito	[Fresh Tomato Salsa, Rice]
432	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese]]
432	1	6 Pack Soft Drink	[Coke]
433	1	Side of Chips	
433	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
434	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]
434	1	Barbacoa Burrito	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]
435	1	Chicken Burrito	[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]
435	1	Canned Soda	[Mountain Dew]
436	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]
436	1	Izze	[Clementine]
437	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]
437	1	Chips	
437	1	Canned Soft Drink	[Diet Coke]
438	1	Carnitas Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]
438	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
439	1	Chicken Salad	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
439	1	Chicken Bowl	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
440	1	Chips and Roasted Chili Corn Salsa	
440	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]
440	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]
441	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
441	1	Chips and Guacamole	
442	1	Steak Burrito	[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Sour Cream, Guacamole]]
443	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]
443	1	Veggie Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]
443	1	Chips and Guacamole	
444	1	Side of Chips	
444	1	Steak Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
445	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]
445	1	Chips and Guacamole	
445	1	Bottled Water	
446	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]
446	1	Chips	
447	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]
447	1	Chips and Tomatillo-Green Chili Salsa	
448	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]
448	1	Chips and Fresh Tomato Salsa	
448	1	Canned Soft Drink	[Coke]
449	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]
449	1	Chips	
449	1	Canned Soft Drink	[Diet Coke]
450	2	Canned Soda	[Dr. Pepper]
450	2	Canned Soda	[Coca Cola]
450	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Guacamole]]
451	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Lettuce]]
451	1	Chips and Fresh Tomato Salsa	
451	1	Steak Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole]]
452	1	Carnitas Burrito	[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
452	1	Canned Soft Drink	[Diet Coke]
453	1	Chicken Burrito	[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Fajita Veggies, Cheese]]
454	1	Barbacoa Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]
454	1	Chips and Tomatillo-Red Chili Salsa	
455	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]
455	1	Chips and Guacamole	
456	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
456	1	Veggie Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]
457	2	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]
457	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]
458	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]
458	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]
459	2	Chicken Salad Bowl	[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]
460	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
460	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
460	1	Chips and Guacamole	
461	1	Steak Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]
461	1	Canned Soft Drink	[Diet Coke]
462	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
462	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
462	1	Chips and Fresh Tomato Salsa	
463	1	Barbacoa Burrito	[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]
463	1	Side of Chips	
464	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]
464	1	Chips and Guacamole	
465	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
465	1	6 Pack Soft Drink	[Coke]
466	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]
466	1	Chips and Guacamole	
466	1	Carnitas Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
467	1	Chips and Guacamole	
467	1	Barbacoa Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]
467	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]
468	1	Chips and Guacamole	
468	1	Carnitas Salad Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]
468	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
469	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
469	1	Chips and Fresh Tomato Salsa	
469	1	Bottled Water	
470	1	Chips and Guacamole	
470	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]
471	1	Steak Burrito	[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]]
471	1	Bottled Water	
471	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]
471	1	Canned Soda	[Dr. Pepper]
471	1	Chips and Guacamole	
472	1	Steak Burrito	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Fajita Veggies, Cheese, Guacamole]]
472	1	Veggie Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]
473	1	Steak Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]
473	1	Chips and Guacamole	
474	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce]]
475	1	Barbacoa Soft Tacos	[Tomatillo Green Chili Salsa, [Sour Cream, Cheese, Lettuce]]
475	1	Chips and Roasted Chili Corn Salsa	
475	1	Barbacoa Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese]]
476	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
476	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
477	1	Steak Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]
477	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]
478	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]
478	1	Chips and Tomatillo Green Chili Salsa	
478	1	Chips and Guacamole	
478	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]
